0	http://www.wikidata.org/prop/direct/P136
1	http://www.w3.org/2000/01/rdf-schema#label
2	http://www.wikidata.org/prop/direct/P2581
3	http://www.w3.org/2002/07/owl#onProperty
4	http://www.wikidata.org/prop/direct/P571
5	http://www.wikidata.org/prop/direct/P9394
6	http://www.wikidata.org/prop/direct/P186
7	http://www.wikidata.org/prop/direct/P973
8	http://www.wikidata.org/prop/direct/P170
9	http://www.wikidata.org/prop/direct/P6216
10	http://www.wikidata.org/prop/direct/P276
11	http://www.wikidata.org/prop/direct/P18
12	http://schema.org/description
13	http://www.wikidata.org/prop/direct/P2048
14	http://www.wikidata.org/prop/direct/P180
15	http://www.wikidata.org/prop/direct/P4659
16	http://www.wikidata.org/prop/direct/P2610
17	http://www.wikidata.org/prop/direct/P1476
18	http://www.w3.org/1999/02/22-rdf-syntax-ns#type
19	http://www.wikidata.org/prop/direct/P2049
20	http://www.wikidata.org/prop/direct/P195
21	http://www.wikidata.org/prop/direct/P373
22	http://schema.org/about
23	http://www.wikidata.org/prop/direct/P31
24	http://www.wikidata.org/prop/direct/P347
25	http://www.wikidata.org/prop/direct/P217
26	http://www.wikidata.org/prop/direct/P608
27	http://www.w3.org/2004/02/skos/core#altLabel
28	http://www.wikidata.org/prop/direct/P2344
29	http://www.wikidata.org/prop/direct/P1705
30	http://www.wikidata.org/prop/direct/P350
31	http://www.wikidata.org/prop/direct/P2348
32	http://www.wikidata.org/prop/direct/P6007
33	http://www.wikidata.org/prop/direct/P135
34	http://www.wikidata.org/prop/direct/P2671
35	http://www.wikidata.org/prop/direct/P8751
36	http://www.wikidata.org/prop/direct/P528
37	http://www.wikidata.org/prop/direct/P1257
38	http://www.wikidata.org/prop/direct/P2079
39	http://www.wikidata.org/prop/direct/P921
40	http://schema.org/inLanguage
41	http://www.wikidata.org/prop/direct/P127
42	http://www.wikidata.org/prop/direct/P131
43	http://www.wikidata.org/prop/direct/P2092
44	http://www.wikidata.org/prop/direct/P144
45	http://www.wikidata.org/prop/direct/P2067
46	http://www.wikidata.org/prop/direct/P361
47	http://www.w3.org/2002/07/owl#complementOf
48	http://www.wikidata.org/prop/direct/P17
49	http://www.w3.org/2002/07/owl#someValuesFrom
50	http://www.wikidata.org/prop/direct/P1212
51	http://www.wikidata.org/prop/direct/P793
52	http://www.wikidata.org/prop/direct/P268
