entity,label
http://www.wikidata.org/entity/Q185187,watermill
http://www.wikidata.org/entity/Q18518827,Musée Ingres-Bourdelle - Portrait de Jean-Pierre-François Gilibert - Jean-Auguste-Dominique Ingres
http://www.wikidata.org/entity/Q18519365,The Birds
http://www.wikidata.org/entity/Q18523955,Pierre Bourguignon
http://www.wikidata.org/entity/Q185255,The Wedding at Cana
http://www.wikidata.org/entity/Q18526191,Jean-Baptiste Charpentier the Elder
http://www.wikidata.org/entity/Q1852785,trench
http://www.wikidata.org/entity/Q185302,Franz Ittenbach
http://www.wikidata.org/entity/Q18535,allegory
http://www.wikidata.org/entity/Q185382,Trevi Fountain
http://www.wikidata.org/entity/Q185392,Borghese Gladiator
http://www.wikidata.org/entity/Q1854019,Arent Arentsz
http://www.wikidata.org/entity/Q1854159,Master of Saint Giles
http://www.wikidata.org/entity/Q18543956,Bedroom in Arles
http://www.wikidata.org/entity/Q18545,ball
http://www.wikidata.org/entity/Q185451,strategy
http://www.wikidata.org/entity/Q18545599,Zenone Veronese
http://www.wikidata.org/entity/Q18546517,John Cranch
http://www.wikidata.org/entity/Q185495,Michiel van Musscher
http://www.wikidata.org/entity/Q185498,Lucifer
http://www.wikidata.org/entity/Q18552299,martyrdom of Thomas Becket
http://www.wikidata.org/entity/Q18552302,Casket with the murder and the burying of Thomas Becket
http://www.wikidata.org/entity/Q18552308,Casket with the murder and the glorification of Thomas Becket
http://www.wikidata.org/entity/Q185569,cherub
http://www.wikidata.org/entity/Q18559665,écluse de la Monnaie
http://www.wikidata.org/entity/Q18559682,Camille Redon
http://www.wikidata.org/entity/Q18559948,Geneviève Bréton
http://www.wikidata.org/entity/Q185600,portico
http://www.wikidata.org/entity/Q18560378,Jeanne-Philiberte Ledoux
http://www.wikidata.org/entity/Q18560520,"Saint Anne, Leonardo da Vinci’s ultimate masterpiece"
http://www.wikidata.org/entity/Q18560543,Adèle Romany
http://www.wikidata.org/entity/Q185606,Immaculate Conception of Mary
http://www.wikidata.org/entity/Q1856158,Viaticum
http://www.wikidata.org/entity/Q185623,halberd
http://www.wikidata.org/entity/Q18563057,Walter MacEwen
http://www.wikidata.org/entity/Q18563131,Martinus Kuytenbrouwer
http://www.wikidata.org/entity/Q18564226,The Decisive Attack of Micheletto Attendolo at San Romano
http://www.wikidata.org/entity/Q18564794,Michiel Versteegh
http://www.wikidata.org/entity/Q1856520,Maxime Maufra
http://www.wikidata.org/entity/Q18565594,St. Sebastian
http://www.wikidata.org/entity/Q18565827,St. John of Capistrano
http://www.wikidata.org/entity/Q18565829,Pietà
http://www.wikidata.org/entity/Q18565835,Wedding of Peleus and Thetis
http://www.wikidata.org/entity/Q18565837,Procession of Thetis
http://www.wikidata.org/entity/Q18565839,Gian Giorgio Trissino
http://www.wikidata.org/entity/Q18565841,Calvary
http://www.wikidata.org/entity/Q18565843,Madonna and Child with St. Peter and St. Sebastian
http://www.wikidata.org/entity/Q18565844,Madonna and Child with Saints
http://www.wikidata.org/entity/Q18565847,St. Augustine
http://www.wikidata.org/entity/Q18565848,St. Anthony
http://www.wikidata.org/entity/Q18565853,Circumcision
http://www.wikidata.org/entity/Q18565856,The Carrying of the Cross
http://www.wikidata.org/entity/Q18565857,St. Veronica
http://www.wikidata.org/entity/Q18565858,Ecce Homo
http://www.wikidata.org/entity/Q18565860,Madonna and Child with St. John the Baptist and Three Angels
http://www.wikidata.org/entity/Q18565862,"Madonna and Child with St. Benedict, St. Quentin and Two Angels"
http://www.wikidata.org/entity/Q18565864,St. Augustine and a Kneeling Donor
http://www.wikidata.org/entity/Q18565867,St. Peter and a Kneeling Donor
http://www.wikidata.org/entity/Q18565868,Presentation at the Temple
http://www.wikidata.org/entity/Q18565871,Madonna Adoring the Christ Child with St. John the Baptist and Two Angels
http://www.wikidata.org/entity/Q18565873,Portrait of a Man
http://www.wikidata.org/entity/Q18565877,The Virgin at the Fountain
http://www.wikidata.org/entity/Q18565879,Portrait of Two Young Men
http://www.wikidata.org/entity/Q18565880,Portrait of a Man
http://www.wikidata.org/entity/Q18565884,Virgin with Scales
http://www.wikidata.org/entity/Q18565885,Madonna and Child with Sts. Jerome and Zenobius
http://www.wikidata.org/entity/Q18565887,Noli me tangere
http://www.wikidata.org/entity/Q18565890,Salome with the Head of St. John the Baptist
http://www.wikidata.org/entity/Q18565891,Master of Virgin with Scales
http://www.wikidata.org/entity/Q18565892,Incarnation of Christ
http://www.wikidata.org/entity/Q18565895,Portrait of a Man
http://www.wikidata.org/entity/Q18565899,Madonna and Child with St. Elisabeth and the Infant St. John
http://www.wikidata.org/entity/Q18565901,Portrait of Michelangelo
http://www.wikidata.org/entity/Q18565904,Madonna and Child with the Infant St. John
http://www.wikidata.org/entity/Q18565905,Circumcision
http://www.wikidata.org/entity/Q18565907,Triumph of Titus and Vespasian
http://www.wikidata.org/entity/Q18565908,Adoration of the Shepherds with Sts. Longinus and John
http://www.wikidata.org/entity/Q18565909,Venus and Vulcan
http://www.wikidata.org/entity/Q18565912,Virgin and Child with Sts John the Baptist and Sebastian
http://www.wikidata.org/entity/Q18565915,Crucifixion
http://www.wikidata.org/entity/Q18565917,Madonna of the Green Cushion
http://www.wikidata.org/entity/Q18565919,Lamentation over the Dead Christ
http://www.wikidata.org/entity/Q18565921,The Holy Family
http://www.wikidata.org/entity/Q18565922,Madonna and Sleeping Child with Three Angels
http://www.wikidata.org/entity/Q18565924,Portrait of Charles II d'Amboise
http://www.wikidata.org/entity/Q18565925,Circumcision with Fra Jacopo Lampugnani as a Donor
http://www.wikidata.org/entity/Q18565927,Portrait of Bernardo di Salla
http://www.wikidata.org/entity/Q18565928,Portrait of a Viola Player
http://www.wikidata.org/entity/Q18565929,Madonna and Child
http://www.wikidata.org/entity/Q18565932,Rest on the Flight into Egypt
http://www.wikidata.org/entity/Q18565937,Madonna and Child with St. Sebastian
http://www.wikidata.org/entity/Q18565938,Calvary with St. Job at the Foot of the Cross
http://www.wikidata.org/entity/Q18565939,Madonna and Child
http://www.wikidata.org/entity/Q18569789,Room 716
http://www.wikidata.org/entity/Q1857132,Vue de toits
http://www.wikidata.org/entity/Q185716,manure
http://www.wikidata.org/entity/Q18571777,Inspiration
http://www.wikidata.org/entity/Q18572067,Baron Louis-Auguste Schwiter
http://www.wikidata.org/entity/Q185721,Bar-le-Duc
http://www.wikidata.org/entity/Q18572220,Visitation
http://www.wikidata.org/entity/Q18572228,The Sermon of Saint Bernardino of Siena
http://www.wikidata.org/entity/Q18572239,Noli me tangere
http://www.wikidata.org/entity/Q18572243,The Holy Family with St. Anna and the Infant St. John the Baptist
http://www.wikidata.org/entity/Q18572246,Annunciation
http://www.wikidata.org/entity/Q18572249,The Incredulity of Saint Thomas
http://www.wikidata.org/entity/Q18572252,Madonna in Glory with Sts. John the Baptist and Stephan
http://www.wikidata.org/entity/Q18572256,Portrait of a Young Man
http://www.wikidata.org/entity/Q18572264,Venus Led by Cupid to the Dead Adonis
http://www.wikidata.org/entity/Q18572269,Mysteries of Christ's Passion
http://www.wikidata.org/entity/Q18572271,Circumcision
http://www.wikidata.org/entity/Q18572272,Moses Rescued from the Nile
http://www.wikidata.org/entity/Q18572273,"Madonna and Child adored by Sts. John the Baptist, Francis of Assisi and Catherine of Alexandria"
http://www.wikidata.org/entity/Q18572281,The Challenge of the Pierides
http://www.wikidata.org/entity/Q18572283,Spring
http://www.wikidata.org/entity/Q18572287,Autumn
http://www.wikidata.org/entity/Q18572291,Winter
http://www.wikidata.org/entity/Q18572292,Madonna Appearing to St. Luke and St. Catherine
http://www.wikidata.org/entity/Q18572295,Madonna and Child with St. Hyacinth
http://www.wikidata.org/entity/Q18572299,David with the Head of Goliath
http://www.wikidata.org/entity/Q18572302,Rest on the Flight into Egypt
http://www.wikidata.org/entity/Q18572305,The Triumph of David
http://www.wikidata.org/entity/Q18572310,Christ among the Doctors
http://www.wikidata.org/entity/Q18572313,Madonna and Child
http://www.wikidata.org/entity/Q18572318,Summer
http://www.wikidata.org/entity/Q18572321,Mercury Orders Aeneas to Abandon Dido
http://www.wikidata.org/entity/Q18572331,St. Anthony and the Miracle of the Mule
http://www.wikidata.org/entity/Q18572332,St. Francis of Assisi Receiving the Stigmata
http://www.wikidata.org/entity/Q18572391,Toilet of Venus
http://www.wikidata.org/entity/Q18572395,Adonis Led by Cupids to Venus
http://www.wikidata.org/entity/Q18572396,The Rest of Venus and Vulcan
http://www.wikidata.org/entity/Q18572397,"Christ Adored by Angels, St. Sebastian and St. Bernard"
http://www.wikidata.org/entity/Q18572399,The Cupids Disarmed
http://www.wikidata.org/entity/Q18572400,Birth of the Virgin
http://www.wikidata.org/entity/Q18572402,Madonna with Cherries
http://www.wikidata.org/entity/Q18572404,Portrait of a Man Holding a Skull
http://www.wikidata.org/entity/Q18572406,The Flood
http://www.wikidata.org/entity/Q18572407,Landscape with Hercules and Acheloüs
http://www.wikidata.org/entity/Q18572408,Landscape with Hercules and Cacus
http://www.wikidata.org/entity/Q18572409,Timoclea Before Alexander the Great
http://www.wikidata.org/entity/Q18572410,Erminia and the Shepherds
http://www.wikidata.org/entity/Q18572411,Landscape with The Flight into Egypt
http://www.wikidata.org/entity/Q18572412,Madonna and Child
http://www.wikidata.org/entity/Q18572413,Hersilia Separating Romulus and Tatius
http://www.wikidata.org/entity/Q18572414,Lot and His Daughters
http://www.wikidata.org/entity/Q18572416,St. Peter Weeping before the Virgin
http://www.wikidata.org/entity/Q18572418,St. Francis in Ecstasy with St. Benedict and an Angel
http://www.wikidata.org/entity/Q18572419,Madonna and Child with Four Saints
http://www.wikidata.org/entity/Q18572420,The Purification of the Virgin
http://www.wikidata.org/entity/Q18572421,Christ Giving the Keys to St. Peter
http://www.wikidata.org/entity/Q18572422,The Union of Drawing and Color
http://www.wikidata.org/entity/Q18572423,Hercules Slaying the Hydra of Lerna
http://www.wikidata.org/entity/Q18572424,Hercules and Achelous
http://www.wikidata.org/entity/Q18572425,Abduction of Deianira
http://www.wikidata.org/entity/Q18572426,Hercules on the Pyre
http://www.wikidata.org/entity/Q18572427,The Rape of Helen
http://www.wikidata.org/entity/Q18572428,The Holy Family
http://www.wikidata.org/entity/Q18572429,The Deposition
http://www.wikidata.org/entity/Q18572430,St. Cecilia
http://www.wikidata.org/entity/Q18572431,Concert
http://www.wikidata.org/entity/Q18572432,Coronation of the Virgin with St. Augustine and St. William of Aquitaine
http://www.wikidata.org/entity/Q18572433,Repentance of St. Joseph
http://www.wikidata.org/entity/Q18572434,Romulus and Remus Sheltered by Faustulus
http://www.wikidata.org/entity/Q18572435,Camille Delivers the Schoolmaster of Falerii to His Pupils
http://www.wikidata.org/entity/Q18572436,Saint Cecilia Playing the Viol
http://www.wikidata.org/entity/Q18572437,Public Felicity Triumphant over Dangers
http://www.wikidata.org/entity/Q18572440,Aeneas and Anchises
http://www.wikidata.org/entity/Q18572441,Abraham's Sacrifice
http://www.wikidata.org/entity/Q18572443,Infant Hercules Strangling the Serpents
http://www.wikidata.org/entity/Q18572444,The Vision of St. Jerome
http://www.wikidata.org/entity/Q18572445,Landscape with Absalom Wounded by Joab's Spear
http://www.wikidata.org/entity/Q18572446,The Birth of the Virgin
http://www.wikidata.org/entity/Q18572447,Annunciation
http://www.wikidata.org/entity/Q18572448,The Stoning of St. Stephen
http://www.wikidata.org/entity/Q18572449,Adam and Eve Expelled from Paradise
http://www.wikidata.org/entity/Q18572450,Salmacis and Hermaphroditus
http://www.wikidata.org/entity/Q18572451,Nativity
http://www.wikidata.org/entity/Q18572452,Madonna and Child with St. John the Baptist
http://www.wikidata.org/entity/Q18572455,Concert on the Water
http://www.wikidata.org/entity/Q18572456,Annunciation
http://www.wikidata.org/entity/Q18572457,Noli me tangere
http://www.wikidata.org/entity/Q18572458,St. Francis of Assisi in Prayer before a Crucifix
http://www.wikidata.org/entity/Q18572460,Diana and Actaeon
http://www.wikidata.org/entity/Q18572462,The Rapture of St. Paul
http://www.wikidata.org/entity/Q18572464,Landscape with a Hermit
http://www.wikidata.org/entity/Q18572465,Percier et Fontaine room
http://www.wikidata.org/entity/Q18572467,Rinaldo and Armida
http://www.wikidata.org/entity/Q18572471,Madonna and Child with St. Francis
http://www.wikidata.org/entity/Q18572480,"France, under the guise of Minerva, Protecting the Arts"
http://www.wikidata.org/entity/Q18572487,Hall 707
http://www.wikidata.org/entity/Q18572491,Nativity and Annunciation to the Shepherds
http://www.wikidata.org/entity/Q18572492,Adoration of the Magi
http://www.wikidata.org/entity/Q18572493,Blessing Christ
http://www.wikidata.org/entity/Q18572495,"Triumph of French Painting: Apotheosis of Poussin, Le Sueur and Le Brun"
http://www.wikidata.org/entity/Q18572511,"Adoring Angel, Looking Right"
http://www.wikidata.org/entity/Q18572514,God the Father
http://www.wikidata.org/entity/Q18572515,Beheading of St. John the Baptist and Herod's Banquet
http://www.wikidata.org/entity/Q18572516,Nativity
http://www.wikidata.org/entity/Q18572517,Nativity and Adoration of the Magi
http://www.wikidata.org/entity/Q18572518,Madonna and Child
http://www.wikidata.org/entity/Q18572519,Madonna and Child
http://www.wikidata.org/entity/Q18572520,Madonna and Child with Two Angels
http://www.wikidata.org/entity/Q18572521,"Madonna and Child with St. Mary Magdalene, St. Bernard, Angels, Cherubim and Seraphim"
http://www.wikidata.org/entity/Q18572522,Madonna and Child with Five Angels
http://www.wikidata.org/entity/Q18572523,Madonna and Child with Four Angels
http://www.wikidata.org/entity/Q18572525,"Madonna and Child with St. Zenobius, St. John the Baptist, St. Anthony and St. Francis of Assisi"
http://www.wikidata.org/entity/Q18572527,Annunciation
http://www.wikidata.org/entity/Q18572528,Coronation of the Virgin
http://www.wikidata.org/entity/Q18572532,Portrait of a Young Man
http://www.wikidata.org/entity/Q18572533,St. Francis of Assisi
http://www.wikidata.org/entity/Q18572534,Three Scenes from the Story of Esther
http://www.wikidata.org/entity/Q18572786,Room 709
http://www.wikidata.org/entity/Q18572789,Room 713
http://www.wikidata.org/entity/Q18572791,Room 717
http://www.wikidata.org/entity/Q18572793,Room 720
http://www.wikidata.org/entity/Q18572794,Room 721
http://www.wikidata.org/entity/Q18572796,Room 722
http://www.wikidata.org/entity/Q18572799,Room 723
http://www.wikidata.org/entity/Q18572800,Italian paintings room 724
http://www.wikidata.org/entity/Q18572802,Room 725
http://www.wikidata.org/entity/Q18572808,main altarpiece of the Charterhouse of Jerez de la Frontera
http://www.wikidata.org/entity/Q18572814,The Annunciation
http://www.wikidata.org/entity/Q18572903,Crucifixion
http://www.wikidata.org/entity/Q18572920,Madonna and Child
http://www.wikidata.org/entity/Q18572921,Madonna and Child
http://www.wikidata.org/entity/Q18572929,Madonna and Child with Two Angels
http://www.wikidata.org/entity/Q18572931,The Ascension
http://www.wikidata.org/entity/Q18572934,The Incredulity of St. Thomas
http://www.wikidata.org/entity/Q18572937,Jesus among the Doctors
http://www.wikidata.org/entity/Q18572939,Circumcision
http://www.wikidata.org/entity/Q18572945,The Flight into Egypt
http://www.wikidata.org/entity/Q18572952,The Birth of the Virgin
http://www.wikidata.org/entity/Q18572953,Nativity
http://www.wikidata.org/entity/Q18572956,The Presentation of Jesus at the Temple
http://www.wikidata.org/entity/Q18572957,The Presentation of the Virgin at the Temple
http://www.wikidata.org/entity/Q18572959,The Virgin Climbing the Steps of the Temple
http://www.wikidata.org/entity/Q18572961,Visitation
http://www.wikidata.org/entity/Q18572962,The Angel Appearing to Joachim
http://www.wikidata.org/entity/Q18572965,The Wedding of the Virgin
http://www.wikidata.org/entity/Q18572966,St. Joseph and the Pretenders
http://www.wikidata.org/entity/Q18572967,Crucifixion
http://www.wikidata.org/entity/Q18572970,The Penitent St. Jerome in Ecstasy
http://www.wikidata.org/entity/Q18572971,The Birth of the Virgin
http://www.wikidata.org/entity/Q18572974,Madonna and Child with Angels
http://www.wikidata.org/entity/Q18572975,The Charity of St. Nicholas of Bari
http://www.wikidata.org/entity/Q18572977,St. Louis of Toulouse
http://www.wikidata.org/entity/Q18572978,Madonna and Child
http://www.wikidata.org/entity/Q18572979,The Presentation at the Temple
http://www.wikidata.org/entity/Q18572981,Crucifixion
http://www.wikidata.org/entity/Q18572985,The Adoration of the Magi
http://www.wikidata.org/entity/Q18572986,The Dead Christ Supported by Two Angels
http://www.wikidata.org/entity/Q18572989,St. Anthony of Padua Reading
http://www.wikidata.org/entity/Q18572992,Madonna and Child
http://www.wikidata.org/entity/Q18572994,Stigmata of St. Francis
http://www.wikidata.org/entity/Q18572998,The Adoration of the Child
http://www.wikidata.org/entity/Q18573002,The Procession of St. Gregory to the Castel Sant' Angelo
http://www.wikidata.org/entity/Q18573004,Madonna and Child
http://www.wikidata.org/entity/Q18573005,The Charity of St. Nicholas of Bari
http://www.wikidata.org/entity/Q18573006,The Judgment of Paris
http://www.wikidata.org/entity/Q18573007,Nativity
http://www.wikidata.org/entity/Q18573008,The Presentation at the Temple
http://www.wikidata.org/entity/Q18573010,The Abduction of Europa
http://www.wikidata.org/entity/Q18573012,St. Peter
http://www.wikidata.org/entity/Q18573013,Madonna of Humility
http://www.wikidata.org/entity/Q18573014,The Banquet of Herod
http://www.wikidata.org/entity/Q18573015,Christ in the Garden of Gethsemane; The Three Marys at the Tomb
http://www.wikidata.org/entity/Q18573016,Madonna and Child
http://www.wikidata.org/entity/Q18573018,Fifteen Characters
http://www.wikidata.org/entity/Q18573022,The Virgin of the Annunciation
http://www.wikidata.org/entity/Q18573023,The Angel of the Annunciation
http://www.wikidata.org/entity/Q18573024,Madonna and Child with St. John the Baptist and St. Anthony
http://www.wikidata.org/entity/Q18573026,Two Angels Bearing a Scroll
http://www.wikidata.org/entity/Q18573028,Joseph of Arimathea and Nicodemus on the Way to the Calvary
http://www.wikidata.org/entity/Q18573029,Crucifixion
http://www.wikidata.org/entity/Q18573031,Christ in the Garden of Gethsemane
http://www.wikidata.org/entity/Q18573033,The Carrying of the Cross
http://www.wikidata.org/entity/Q18573037,Madonna and Child
http://www.wikidata.org/entity/Q18573040,St. Francis of Assisi and St. John the Baptist
http://www.wikidata.org/entity/Q18573042,St. John the Evangelist and St. Anthony of Padua
http://www.wikidata.org/entity/Q18573045,The Beheading of St. Bartholomew
http://www.wikidata.org/entity/Q18573046,The Sermon of St. Bartholomew
http://www.wikidata.org/entity/Q18573047,The Adoration of the Magi
http://www.wikidata.org/entity/Q18573049,Madonna and Child with St. Jerome and St. Gregory the Great
http://www.wikidata.org/entity/Q18573051,St. Jerome and the Lion
http://www.wikidata.org/entity/Q18573054,The Death of St. Jerome and His Apparition to St. Cyril of Jerusalem
http://www.wikidata.org/entity/Q18573055,St. Jerome in Penance
http://www.wikidata.org/entity/Q18573056,The Apparition of St. Jerome to Sulpicius Severus
http://www.wikidata.org/entity/Q18573058,St Jerome Dreams He is Whipped on Christ's Order
http://www.wikidata.org/entity/Q18573059,The Damnation of the Soul of the Miserly Citerna
http://www.wikidata.org/entity/Q18573060,Madonna and Child with Angels
http://www.wikidata.org/entity/Q18573061,Blessed Ranieri Delivering the Poor from a Prison in Florence
http://www.wikidata.org/entity/Q18573062,St. Anthony of Padua
http://www.wikidata.org/entity/Q18573065,St. Nicholas of Bari
http://www.wikidata.org/entity/Q18573066,Madonna and Child with St. John the Baptist and St. Mary Magdelene
http://www.wikidata.org/entity/Q18573068,The Coronation of the Virgin
http://www.wikidata.org/entity/Q18573070,Saint Michael
http://www.wikidata.org/entity/Q18573072,Saint Apollonia
http://www.wikidata.org/entity/Q18573075,Saint Anthony Abbey
http://www.wikidata.org/entity/Q18573079,Calvary
http://www.wikidata.org/entity/Q18573080,The Fall of the Rebel Angels
http://www.wikidata.org/entity/Q18573081,St. Martin Cutting His Cloak
http://www.wikidata.org/entity/Q18573082,Madonna and Child Enthroned
http://www.wikidata.org/entity/Q18573083,Christ in the Tomb
http://www.wikidata.org/entity/Q18573084,St. Jerome Reviving the Cardinal Andrea
http://www.wikidata.org/entity/Q18573085,St. Jerome Supporting Two Hanged Young People
http://www.wikidata.org/entity/Q18573086,Terrestrial Venus with Eros and Celestial Venus with Anteros and Two Cupids
http://www.wikidata.org/entity/Q18573088,Madonna and Child
http://www.wikidata.org/entity/Q18573194,The Death of Adonis
http://www.wikidata.org/entity/Q18573200,"Portrait of a Nobleman, His Hand on a Sword"
http://www.wikidata.org/entity/Q18573201,Portrait of a Man
http://www.wikidata.org/entity/Q18573203,The Holy Family with a Saint
http://www.wikidata.org/entity/Q18573206,The Road to Calvary
http://www.wikidata.org/entity/Q18573208,The Deposition
http://www.wikidata.org/entity/Q18573209,Two Hounds
http://www.wikidata.org/entity/Q18573211,Portrait of Melchior von Brauweiler
http://www.wikidata.org/entity/Q18573212,The Animals Entering Noah's Ark
http://www.wikidata.org/entity/Q18573214,Autumn
http://www.wikidata.org/entity/Q18573215,Esther and Ahasuerus
http://www.wikidata.org/entity/Q18573218,Susannah and the Elders
http://www.wikidata.org/entity/Q18573219,The Carrying of the Cross
http://www.wikidata.org/entity/Q18573221,The Holy Family with Three Saints
http://www.wikidata.org/entity/Q18573224,Ecce Homo
http://www.wikidata.org/entity/Q18573227,The Wedding at Cana
http://www.wikidata.org/entity/Q18573232,Portrait of Vincenzo Cappello
http://www.wikidata.org/entity/Q18573235,Mythological Couple
http://www.wikidata.org/entity/Q18573238,Portrait of Thomas Stachel
http://www.wikidata.org/entity/Q18573240,Flora
http://www.wikidata.org/entity/Q18573243,"The Olympians: Jupiter, Apollo, Diana and Mars"
http://www.wikidata.org/entity/Q18573245,The Flight of Loth
http://www.wikidata.org/entity/Q18573246,"Madonna and Child between St. Justina and St. George, with a Kneeling Benedictine Monk"
http://www.wikidata.org/entity/Q18573248,The Raising of Jairus' daughter
http://www.wikidata.org/entity/Q18573249,Jupiter Hurling Thunderbolts at the Vices
http://www.wikidata.org/entity/Q18573251,St. Mark Crowning the Virtues
http://www.wikidata.org/entity/Q18573252,Portrait of a Woman with a Child and a Dog
http://www.wikidata.org/entity/Q18573253,"The Olympians: Venus, Saturn and Mercury"
http://www.wikidata.org/entity/Q18573255,Portrait of Francis I
http://www.wikidata.org/entity/Q18573257,The Coronation of the Virgin
http://www.wikidata.org/entity/Q18573258,Self-Portrait
http://www.wikidata.org/entity/Q18573260,Susannah Bathing
http://www.wikidata.org/entity/Q18573261,Portrait of Old Man Holding a Handkerchief
http://www.wikidata.org/entity/Q18573270,"The Holy Family with Sts. Francis, Anthony, Magdalene, John the Baptist and Elizabeth"
http://www.wikidata.org/entity/Q18573272,The Woman Taken in Adultery
http://www.wikidata.org/entity/Q18573283,The Adoration of the Sheperds with a Donor
http://www.wikidata.org/entity/Q18573285,The Rest of the Holy Family with the Infant St. John
http://www.wikidata.org/entity/Q18573288,"The Holy Family with St. Catherine, St. Sebastian and a Donor"
http://www.wikidata.org/entity/Q18573321,Battle Scene between Knights and Turks
http://www.wikidata.org/entity/Q18573327,Loth and His Daughters
http://www.wikidata.org/entity/Q18573328,Madonna of Justine
http://www.wikidata.org/entity/Q18573330,Emperor Domitian
http://www.wikidata.org/entity/Q18573333,The Guardian Angel
http://www.wikidata.org/entity/Q18573336,Samson and Delilah
http://www.wikidata.org/entity/Q18573338,Susanna and the Elders
http://www.wikidata.org/entity/Q18573339,The Sermon of St. John the Baptist
http://www.wikidata.org/entity/Q18573342,The Meeting between Abraham and Melchizedek
http://www.wikidata.org/entity/Q18573344,Christ Driving the Money Changers from the Temple
http://www.wikidata.org/entity/Q18573346,Madonna and Child
http://www.wikidata.org/entity/Q18573347,The Gathering of the Manna in the Desert
http://www.wikidata.org/entity/Q18573348,Annunciation
http://www.wikidata.org/entity/Q18573354,Juno and Argus
http://www.wikidata.org/entity/Q18573361,Philosopher Drawing Geometrical Figures with a Pair of Compasses
http://www.wikidata.org/entity/Q18573363,Philosopher with Eyeglasses
http://www.wikidata.org/entity/Q18573365,Philosopher with a Flask on His Belt
http://www.wikidata.org/entity/Q18573366,Philosopher Holding a Book and a Roll of Paper
http://www.wikidata.org/entity/Q18573368,St. Anthony of Padua and the Child
http://www.wikidata.org/entity/Q18573370,Mocking of Christ
http://www.wikidata.org/entity/Q18573372,Madonna and Child
http://www.wikidata.org/entity/Q18573374,The Triumph of David
http://www.wikidata.org/entity/Q18573378,Erminia and Valfrino Tending the Wounded Tancred After the Battle with Argante
http://www.wikidata.org/entity/Q18573381,Oriental Warrior
http://www.wikidata.org/entity/Q18573385,Erminia Carving Tancred's Name on a Tree
http://www.wikidata.org/entity/Q18573387,St. John the Baptist Preaching in the Desert
http://www.wikidata.org/entity/Q18573389,The Covenant between Jacob and Laban
http://www.wikidata.org/entity/Q18573391,Madonna and Child with St. Martina
http://www.wikidata.org/entity/Q18573394,Venus Appearing to Aenaes
http://www.wikidata.org/entity/Q18573398,Saul and the Witch of Endor
http://www.wikidata.org/entity/Q18573400,Heroic Battle
http://www.wikidata.org/entity/Q18573406,Rocky Landscape with a Hunter
http://www.wikidata.org/entity/Q18573408,Moses Striking the Rock
http://www.wikidata.org/entity/Q18573412,A Concert
http://www.wikidata.org/entity/Q18573429,Allegory of Arts
http://www.wikidata.org/entity/Q18573431,The Expulsion of Heliodorus from the Temple
http://www.wikidata.org/entity/Q18573432,The Sitting
http://www.wikidata.org/entity/Q18573434,The Brawl
http://www.wikidata.org/entity/Q18573436,The Assumption of the Virgin
http://www.wikidata.org/entity/Q18573437,Bacchus and Ariadne
http://www.wikidata.org/entity/Q18573438,"Musical feast given by the cardinal de La Rochefoucauld in the Teatro Argentina in Rome in 1747 on the occasion of the marriage of Dauphin, son of Louis XV"
http://www.wikidata.org/entity/Q18573439,Cardinal Melchior de Polignac Visiting St. Peter
http://www.wikidata.org/entity/Q18573441,Apostle Paul Preaching on the Ruins
http://www.wikidata.org/entity/Q18573442,Piazza Navona in Rome
http://www.wikidata.org/entity/Q18573444,Charles Joseph Crowle
http://www.wikidata.org/entity/Q18573485,Battle Againt the Turks
http://www.wikidata.org/entity/Q18573487,The Stoning of Saint Stephen
http://www.wikidata.org/entity/Q18573490,Young Violinist
http://www.wikidata.org/entity/Q18573491,St. John the Baptist Holding a Sheep
http://www.wikidata.org/entity/Q18573495,Landscape with a Child Overturning Wine
http://www.wikidata.org/entity/Q18573498,Actaeon Transformed into a Stag
http://www.wikidata.org/entity/Q18573499,Venus and Adonis
http://www.wikidata.org/entity/Q18573501,Abraham Preparing to Sacrifice Isaac
http://www.wikidata.org/entity/Q18573503,Resurrection of Christ
http://www.wikidata.org/entity/Q18573506,Landscape with St. Eustachius
http://www.wikidata.org/entity/Q18573508,St. Paul
http://www.wikidata.org/entity/Q18573511,Self-portrait with a Palette
http://www.wikidata.org/entity/Q18573514,Entombment of Christ
http://www.wikidata.org/entity/Q18573515,Salome Receiving the Head of St. John the Baptist
http://www.wikidata.org/entity/Q18573517,Diana and Actaeon
http://www.wikidata.org/entity/Q18573521,Christ and the Virgin Appearing to St. Francis of Assisi
http://www.wikidata.org/entity/Q18573523,Latona Transforming the Lycian Peasants into Frogs
http://www.wikidata.org/entity/Q18573525,The Rest on the Flight into Egypt
http://www.wikidata.org/entity/Q18573526,Cornelio Brusco
http://www.wikidata.org/entity/Q18573527,The Rest on the Flight into Egypt
http://www.wikidata.org/entity/Q18573529,Biagio Manzoni
http://www.wikidata.org/entity/Q18573530,St. Vincent Ferrer
http://www.wikidata.org/entity/Q18573541,The Martyrdom of St. Sebastian
http://www.wikidata.org/entity/Q18573544,The Adoration of the Shepherds
http://www.wikidata.org/entity/Q18573546,St. Peter Praying
http://www.wikidata.org/entity/Q18573548,The Flood
http://www.wikidata.org/entity/Q18573549,Portrait of a Young Man
http://www.wikidata.org/entity/Q18573552,Pastoral Life
http://www.wikidata.org/entity/Q18573554,Joseph Interpreting Dreams
http://www.wikidata.org/entity/Q18573555,The Adoration of the Shepherds
